datetime,open,high,low,close,volume
2015-03-30,31.0125,31.6,31.0,31.5925,47099700
2015-03-31,31.5225,31.6225,31.09,31.1075,42090600
2015-04-01,31.205,31.28,30.775,31.0625,40621400
2015-04-02,31.2575,31.39,31.0475,31.33,32220100
2015-04-06,31.1175,31.8775,31.0825,31.8375,37194000
2015-04-07,31.91,32.03,31.495,31.5025,35012300
2015-04-08,31.4625,31.6,31.2425,31.4,37329200
2015-04-09,31.4625,31.645,31.165,31.64,32484000
2015-04-10,31.4875,31.8025,31.315,31.775,40188000
2015-04-13,32.0925,32.1425,31.6525,31.7125,36365100
2015-04-14,31.75,31.8225,31.4775,31.575,25524600
2015-04-15,31.6025,31.7825,31.5025,31.695,28970400
2015-04-16,31.57,31.775,31.5275,31.5425,28369000
2015-04-17,31.3875,31.535,31.115,31.1875,51957000
2015-04-20,31.3925,32.03,31.2925,31.9,47054300
2015-04-21,32.025,32.05,31.6675,31.7275,32435100
2015-04-22,31.7475,32.2175,31.58,32.155,37654500
2015-04-23,32.075,32.605,32.035,32.4175,45770900
2015-04-24,32.6225,32.6575,32.3075,32.57,44525900
2015-04-27,33.0775,33.2825,32.7875,33.1625,96954200
2015-04-28,33.615,33.635,32.3925,32.64,118924000
2015-04-29,32.54,32.8975,32.075,32.16,63386100
2015-04-30,32.16,32.16,31.145,31.2875,83195400
2015-05-01,31.525,32.5325,31.325,32.2375,58512600
2015-05-04,32.375,32.6425,32.065,32.175,50988300
2015-05-05,32.0375,32.1125,31.445,31.45,49271400
2015-05-06,31.64,31.6875,30.84,31.2525,72141000
2015-05-07,31.1925,31.52,31.005,31.315,43940900
2015-05-08,31.67,31.905,31.5275,31.905,55550400
2015-05-11,31.8475,31.89,31.4075,31.58,42035800
2015-05-12,31.4,31.72,31.205,31.4675,48160000
2015-05-13,31.5375,31.7975,31.4675,31.5025,34694200
2015-05-14,31.8525,32.2375,31.79,32.2375,45203500
2015-05-15,32.2675,32.3725,32.0525,32.1925,38208000
2015-05-18,32.095,32.68,32.09,32.5475,50882900
2015-05-19,32.6725,32.72,32.41,32.5175,44633200
2015-05-20,32.5,32.745,32.335,32.515,36454900
2015-05-21,32.5175,32.9075,32.4575,32.8475,39730400
2015-05-22,32.9,33.2425,32.85,33.135,45596000
2015-05-26,33.15,33.2275,32.28,32.405,70697600
2015-05-27,32.585,33.065,32.5125,33.01,45833200
2015-05-28,32.965,32.9875,32.775,32.945,30733300
2015-05-29,32.8075,32.8625,32.475,32.57,50884500
2015-06-01,32.57,32.8475,32.5125,32.635,32112800
2015-06-02,32.465,32.665,32.33,32.49,33667600
2015-06-03,32.665,32.735,32.475,32.53,30983500
2015-06-04,32.395,32.645,32.2275,32.34,38450100
2015-06-05,32.375,32.4225,32.09,32.1625,35626800
2015-06-08,32.225,32.3025,31.7075,31.95,52674800
2015-06-09,31.675,32.02,31.405,31.855,56075400
2015-06-10,31.98,32.335,31.9625,32.22,39087300
2015-06-11,32.295,32.545,32.12,32.1475,35390900
2015-06-12,32.0475,32.0825,31.7775,31.7925,36886200
2015-06-15,31.525,31.81,31.4275,31.73,43988900
2015-06-16,31.7575,31.9625,31.5925,31.9,31494100
2015-06-17,31.93,31.97,31.685,31.825,32918100
2015-06-18,31.8075,32.0775,31.805,31.97,35407200
2015-06-19,31.9275,31.955,31.6,31.65,54716900
2015-06-22,31.8725,32.015,31.77,31.9025,34039300
2015-06-23,31.87,31.9025,31.72,31.7575,30268900
2015-06-24,31.8025,32.45,31.78,32.0275,55280900
2015-06-25,32.215,32.3,31.875,31.875,31938100
2015-06-26,31.9175,31.9975,31.6275,31.6875,44066800
2015-06-29,31.365,31.6175,31.12,31.1325,49161400
2015-06-30,31.3925,31.53,31.215,31.3575,44370700
2015-07-01,31.725,31.735,31.4975,31.65,30238800
2015-07-02,31.6075,31.6725,31.4425,31.61,27211000
2015-07-06,31.235,31.5575,31.2125,31.5,28060400
2015-07-07,31.4725,31.5375,30.9425,31.4225,46946800
2015-07-08,31.12,31.16,30.635,30.6425,60761600
2015-07-09,30.9625,31.015,29.805,30.0175,78595000
2015-07-10,30.485,30.9625,30.3025,30.82,61354500
2015-07-13,31.2575,31.44,31.08,31.415,41440500
2015-07-14,31.51,31.5925,31.26,31.4025,31768100
2015-07-15,31.43,31.7875,31.395,31.705,33649200
2015-07-16,31.935,32.1425,31.8375,32.1275,36222400
2015-07-17,32.27,32.405,32.0775,32.405,46164700
2015-07-20,32.7425,33.2425,32.675,33.0175,58900200
2015-07-21,33.2125,33.23,32.58,32.6875,76756400
2015-07-22,30.4975,31.375,30.4975,31.305,115450600
2015-07-23,31.55,31.7725,31.265,31.29,50999500
2015-07-24,31.33,31.435,30.975,31.125,42162300
2015-07-27,30.7725,30.9025,30.53,30.6925,44455500
2015-07-28,30.845,30.9775,30.6375,30.845,33618100
2015-07-29,30.7875,30.875,30.5675,30.7475,37011700
2015-07-30,30.58,30.6425,30.4275,30.5925,33628300
2015-07-31,30.65,30.66,30.2275,30.325,42885000
2015-08-03,30.375,30.6425,29.38,29.61,69976000
2015-08-04,29.355,29.425,28.3125,28.66,124138600
2015-08-05,28.2375,29.36,28.025,28.85,99312600
2015-08-06,28.9925,29.125,28.53,28.7825,52903000
2015-08-07,28.645,29.0625,28.625,28.88,38670400
2015-08-10,29.1325,29.9975,29.1325,29.93,54951600
2015-08-11,29.4525,29.545,28.3325,28.3725,97082800
2015-08-12,28.1325,28.855,27.4075,28.81,101217500
2015-08-13,29.01,29.1,28.635,28.7875,48535800
2015-08-14,28.58,29.0775,28.5025,28.99,42929500
2015-08-17,29.01,29.4125,28.875,29.29,40884700
2015-08-18,29.1075,29.36,29.0025,29.125,34560700
2015-08-19,29.025,29.13,28.67,28.7525,48286500
2015-08-20,28.52,28.5875,27.9075,28.1625,68501600
2015-08-21,27.6075,27.975,26.4125,26.44,128275500
2015-08-24,23.7175,27.2,23.0,25.78,162206300
2015-08-25,27.7775,27.7775,25.875,25.935,103601600
2015-08-26,26.7725,27.4725,26.2625,27.4225,96774600
2015-08-27,28.0575,28.31,27.505,28.23,84616100
2015-08-28,28.0425,28.3275,27.885,28.3225,53164400
2015-08-31,28.0075,28.6325,28.0,28.19,56229300
2015-09-01,27.5375,27.97,26.84,26.93,76845900
2015-09-02,27.5575,28.085,27.2825,28.085,61888800
2015-09-03,28.1225,28.195,27.51,27.5925,53233900
2015-09-04,27.2425,27.6125,27.1275,27.3175,49996300
2015-09-08,27.9375,28.14,27.58,28.0775,54843600
2015-09-09,28.44,28.505,27.4425,27.5375,85010800
2015-09-10,27.5675,28.32,27.475,28.1425,62892800
2015-09-11,27.9475,28.5525,27.94,28.5525,49915500
2015-09-14,29.145,29.2225,28.715,28.8275,58363400
2015-09-15,28.9825,29.1325,28.605,29.07,43341200
2015-09-16,29.0625,29.135,28.86,29.1025,37173500
2015-09-17,28.915,29.1225,28.43,28.48,64112600
2015-09-18,28.0525,28.575,27.9675,28.3625,74285300
2015-09-21,28.4175,28.8425,28.415,28.8025,50222000
2015-09-22,28.345,28.545,28.13,28.35,50346200
2015-09-23,28.4075,28.68,28.325,28.58,35756700
2015-09-24,28.3125,28.875,28.0925,28.75,50219500
2015-09-25,29.11,29.1725,28.505,28.6775,56151900
2015-09-28,28.4625,28.6425,28.11,28.11,52109000
2015-09-29,28.2075,28.3775,26.965,27.265,73365400
2015-09-30,27.5425,27.885,27.1825,27.575,66473000
2015-10-01,27.2675,27.405,26.8275,27.395,63929100
2015-10-02,27.0025,27.7525,26.8875,27.595,58019800
2015-10-05,27.47,27.8425,27.2675,27.695,52064700
2015-10-06,27.6575,27.935,27.4425,27.8275,48196800
2015-10-07,27.935,27.9425,27.3525,27.695,46765600
2015-10-08,27.5475,27.5475,27.0525,27.375,61979600
2015-10-09,27.5,28.07,27.3725,28.03,52766100
2015-10-12,28.1825,28.1875,27.86,27.9,30467200
2015-10-13,27.705,28.1125,27.67,27.9475,33049300
2015-10-14,27.8225,27.88,27.39,27.5525,44462400
2015-10-15,27.7325,28.025,27.6225,27.965,37673500
2015-10-16,27.945,28.0,27.6325,27.76,39232600
2015-10-19,27.7,27.9375,27.5275,27.9325,29759200
2015-10-20,27.835,28.5425,27.705,28.4425,48967800
2015-10-21,28.5,28.895,28.425,28.44,41795200
2015-10-22,28.5825,28.875,28.525,28.875,41654100
2015-10-23,29.175,29.8075,29.0825,29.77,59366900
2015-10-26,29.52,29.5325,28.73,28.82,66333800
2015-10-27,28.85,29.135,28.4975,28.6375,69884400
2015-10-28,29.2325,29.825,29.015,29.8175,85551400
2015-10-29,29.675,30.1725,29.5675,30.1325,51227300
2015-10-30,30.2475,30.305,29.8625,29.875,49365300
2015-11-02,30.2,30.34,29.9025,30.295,32203300
2015-11-03,30.1975,30.8725,30.175,30.6425,45519000
2015-11-04,30.7825,30.955,30.405,30.5,44886100
2015-11-05,30.4625,30.6725,30.045,30.23,39552700
2015-11-06,30.2775,30.4525,30.155,30.265,33042300
2015-11-09,30.24,30.4525,30.0125,30.1425,33871400
2015-11-10,29.225,29.5175,29.015,29.1925,59127900
2015-11-11,29.0925,29.355,28.8025,29.0275,45218000
2015-11-12,29.065,29.205,28.9125,28.93,32525600
2015-11-13,28.8,28.8925,28.0675,28.085,45812400
2015-11-16,27.845,28.56,27.75,28.545,38106700
2015-11-17,28.73,28.7625,28.33,28.4225,27616900
2015-11-18,28.94,29.3725,28.875,29.3225,46674700
2015-11-19,29.41,29.9375,29.19,29.695,43295800
2015-11-20,29.8,29.98,29.7125,29.825,34287100
2015-11-23,29.8175,29.9325,29.335,29.4375,32482500
2015-11-24,29.3325,29.8375,29.28,29.72,42803200
2015-11-25,29.8025,29.8075,29.48,29.5075,21388300
2015-11-27,29.5725,29.6025,29.4,29.4525,13046400
2015-11-30,29.4975,29.8525,29.4375,29.575,39180300
2015-12-01,29.6875,29.7025,29.215,29.335,34852400
2015-12-02,29.335,29.5275,29.02,29.07,33386600
2015-12-03,29.1375,29.1975,28.555,28.8,41569500
2015-12-04,28.8225,29.8125,28.7775,29.7575,57777000
2015-12-07,29.745,29.965,29.4525,29.57,32084200
