date,day_change,increase
2010-01-29,0.0,0
2010-01-28,-0.1374999999999993,0
2010-01-27,-0.06857000000000024,0
2010-01-26,0.03213999999999917,1
2010-01-25,0.12286000000000108,1
2010-01-22,-0.15249999999999986,0
2010-01-21,-0.18928999999999974,0
2010-01-20,-0.10107000000000088,0
2010-01-19,0.23499999999999943,1
2010-01-15,-0.09284999999999943,0
2010-01-14,0.029279999999999973,1
2010-01-13,0.08000000000000007,1
2010-01-12,-0.04713999999999974,0
2010-01-11,-0.12892999999999954,0
2010-01-08,0.0892899999999992,1
2010-01-07,-0.05178999999999956,0
2010-01-06,-0.09393000000000029,0
2010-01-05,-0.00785999999999909,0
2010-01-04,0.04178999999999977,1
2010-02-26,0.394639999999999,1
2010-02-25,0.17857000000000145,1
2010-02-24,-0.03035000000000032,0
2010-02-23,-0.06322000000000116,0
2010-02-22,-0.08356999999999992,0
2010-02-19,0.017140000000001265,1
2010-02-18,0.008219999999999672,1
2010-02-17,-0.09143000000000079,0
2010-02-16,0.08036000000000065,1
2010-02-12,0.136779999999999,1
2010-02-11,0.1153600000000008,1
2010-02-10,-0.0360699999999996,0
2010-02-09,-0.018930000000000113,0
2010-02-08,0.026069999999999816,1
2010-02-05,0.10929000000000055,1
2010-02-04,-0.1464300000000005,0
2010-02-03,0.05570999999999948,1
2010-02-02,-0.02642999999999951,0
2010-02-01,0.12642999999999915,1
2010-03-31,-1.54,0
2010-03-30,-0.039639999999998565,0
2010-03-29,0.12856999999999985,1
2010-03-26,0.14464000000000077,1
2010-03-25,-0.07035000000000124,0
2010-03-24,0.11713999999999913,1
2010-03-23,0.07143000000000121,1
2010-03-22,0.18463999999999903,1
2010-03-19,-0.15428000000000086,0
2010-03-18,0.02464000000000155,1
2010-03-17,-0.028570000000000206,0
2010-03-16,0.02571000000000012,1
2010-03-15,-0.04285999999999923,0
2010-03-12,-0.07107000000000063,0
2010-03-11,0.12356999999999996,1
2010-03-10,0.0028599999999991965,1
2010-03-09,0.19714000000000098,1
2010-03-08,-0.060710000000000264,0
2010-03-05,0.18107000000000006,1
2010-03-04,0.20214000000000087,1
2010-03-03,0.012149999999999217,1
2010-03-02,-0.035359999999999836,0
2010-03-01,0.1492899999999988,1
2010-04-30,-2.2700000000000005,0
2010-04-29,0.22464000000000084,1
2010-04-28,-0.008219999999999672,0
2010-04-27,-0.14357000000000042,0
2010-04-26,-0.16464000000000034,0
2010-04-23,0.138930000000002,1
2010-04-22,0.34820999999999813,1
2010-04-21,-0.019999999999999574,0
2010-04-20,0.36642999999999937,1
2010-04-19,0.053930000000001144,1
2010-04-16,-0.054999999999999716,0
2010-04-15,0.09963999999999906,1
2010-04-14,0.017860000000000653,1
2010-04-13,0.12213999999999992,1
2010-04-12,-0.012140000000000484,0
2010-04-09,0.027499999999999858,1
2010-04-08,0.035360000000000724,1
2010-04-07,0.031779999999999475,1
2010-04-06,0.048220000000000596,1
2010-04-05,0.11500000000000021,1
2010-04-01,-0.08679000000000059,0
2010-05-28,-0.7850000000000001,0
2010-05-27,0.31393000000000093,1
2010-05-26,0.018569999999998643,1
2010-05-25,0.38321999999999967,1
2010-05-24,-0.28322,0
2010-05-21,0.5164300000000015,1
2010-05-20,-0.32357000000000014,0
2010-05-19,-0.27214000000000027,0
2010-05-18,-0.2671500000000009,0
2010-05-17,0.081430000000001,1
2010-05-14,-0.0164300000000015,0
2010-05-13,-0.28784999999999883,0
2010-05-12,0.14214000000000127,1
2010-05-11,0.2642799999999994,1
2010-05-10,0.05678999999999945,1
2010-05-07,0.23357000000000028,1
2010-05-06,-0.36143000000000036,0
2010-05-05,0.028570000000000206,1
2010-05-04,-0.35214000000000034,0
2010-05-03,-0.033929999999999794,0
2010-06-30,0.2546499999999998,1
2010-06-29,-0.2646499999999996,0
2010-06-28,-0.1003500000000006,0
2010-06-25,-0.11178999999999917,0
2010-06-24,-0.03357000000000099,0
2010-06-23,-0.12786000000000008,0
2010-06-22,0.08643,1
2010-06-21,-0.1974999999999998,0
2010-06-18,0.19429000000000052,1
2010-06-17,0.05892000000000053,1
2010-06-16,0.3392900000000001,1
2010-06-15,0.1949999999999985,1
2010-06-14,-0.011429999999998941,0
2010-06-11,0.2760699999999989,1
2010-06-10,0.12107000000000134,1
2010-06-09,-0.23677999999999955,0
2010-06-08,-0.06322000000000116,0
2010-06-07,-0.1803499999999989,0
2010-06-04,0.0028500000000004633,1
2010-06-03,-0.2489200000000018,0
2010-06-02,0.022850000000000037,1
2010-06-01,0.1732200000000006,1
2010-07-30,0.13570999999999955,1
2010-07-29,-0.17213999999999885,0
2010-07-28,-0.10571999999999981,0
2010-07-27,0.09999999999999964,1
2010-07-26,0.03107999999999933,1
2010-07-23,0.10392000000000046,1
2010-07-22,-0.0210700000000017,0
2010-07-21,-0.2646399999999982,0
2010-07-20,0.7924999999999986,1
2010-07-19,-0.24928999999999846,0
2010-07-16,-0.11785000000000068,0
2010-07-15,0.17677999999999905,1
2010-07-14,-0.041069999999999496,0
2010-07-13,-0.2478599999999993,0
2010-07-12,-0.0789200000000001,0
2010-07-09,0.05856999999999957,1
2010-07-08,-0.1996500000000001,0
2010-07-07,0.4282200000000014,1
2010-07-06,-0.018220000000001235,0
2010-07-02,0.018220000000001235,1
2010-07-01,-0.13607000000000014,0
2010-08-31,0.4446399999999997,1
2010-08-30,0.0389299999999988,1
2010-08-27,-0.03535999999999895,0
2010-08-26,-0.1321399999999997,0
2010-08-25,0.2646399999999982,1
2010-08-24,-0.16535999999999795,0
2010-08-23,-0.32571000000000083,0
2010-08-20,0.08571000000000062,1
2010-08-19,-0.12321000000000026,0
2010-08-18,0.01713999999999949,1
2010-08-17,0.08142999999999923,1
2010-08-16,0.08929000000000187,1
