date,day_change,increase
2019-01-31,0.0,0
2019-01-30,0.7150000000000034,1
2019-01-29,1.75,1
2019-01-28,0.11500000000000199,1
2019-01-25,0.07750000000000057,1
2019-01-24,0.34249999999999403,1
2019-01-23,-0.00999999999999801,0
2019-01-22,-0.5649999999999977,0
2019-01-18,-0.27250000000000085,0
2019-01-17,0.8250000000000028,1
2019-01-16,0.27999999999999403,1
2019-01-15,0.7025000000000006,1
2019-01-14,-0.14499999999999602,0
2019-01-11,-0.5075000000000003,0
2019-01-10,0.09499999999999886,1
2019-01-09,0.302500000000002,1
2019-01-08,0.43249999999999744,1
2019-01-07,0.2150000000000034,1
2019-01-04,1.0424999999999969,1
2019-01-03,0.13750000000000284,1
2019-01-02,-2.727499999999999,0
2019-02-28,-4.857500000000002,0
2019-02-27,0.2774999999999963,1
2019-02-26,-0.125,0
2019-02-25,-0.11249999999999716,0
2019-02-22,0.644999999999996,1
2019-02-21,-0.054999999999999716,0
2019-02-20,0.1525000000000034,1
2019-02-19,0.36999999999999744,1
2019-02-15,-0.384999999999998,0
2019-02-14,0.384999999999998,1
2019-02-13,-0.4199999999999946,0
2019-02-12,0.322499999999998,1
2019-02-11,-0.23750000000000426,0
2019-02-08,0.5150000000000006,1
2019-02-07,-0.8524999999999991,0
2019-02-06,-0.5625,0
2019-02-05,0.447499999999998,1
2019-02-04,1.3625000000000043,1
2019-02-01,0.11249999999999716,1
2019-03-29,-5.717500000000001,0
2019-03-28,0.22000000000000597,1
2019-03-27,0.04999999999999716,1
2019-03-26,-0.7274999999999991,0
2019-03-25,0.03750000000000142,1
2019-03-22,-0.9575000000000031,0
2019-03-21,1.3299999999999983,1
2019-03-20,0.9475000000000051,1
2019-03-19,-0.5300000000000011,0
2019-03-18,0.6374999999999957,1
2019-03-15,0.23750000000000426,1
2019-03-14,0.23749999999999716,1
2019-03-13,0.4125000000000014,1
2019-03-12,0.5625,1
2019-03-11,1.1274999999999977,1
2019-03-08,1.292500000000004,1
2019-03-07,-0.8875000000000028,0
2019-03-06,-0.19999999999999574,0
2019-03-05,-0.31750000000000256,0
2019-03-04,0.0625,1
2019-03-01,0.35249999999999915,1
2019-04-30,-7.195,0
2019-04-29,-0.33500000000000085,0
2019-04-26,-0.125,0
2019-04-25,-0.4825000000000017,0
2019-04-24,-0.13250000000000028,0
2019-04-23,0.7325000000000017,1
2019-04-22,0.3999999999999986,1
2019-04-18,-0.07249999999999801,0
2019-04-17,0.8950000000000031,1
2019-04-16,0.01999999999999602,1
2019-04-15,0.21999999999999886,1
2019-04-12,-0.15499999999999403,0
2019-04-11,-0.4125000000000014,0
2019-04-10,0.5424999999999969,1
2019-04-09,-0.4099999999999966,0
2019-04-08,0.9750000000000014,1
2019-04-05,-0.007500000000000284,0
2019-04-04,0.41499999999999915,1
2019-04-03,0.384999999999998,1
2019-04-02,0.5399999999999991,1
2019-04-01,-0.13749999999999574,0
2019-05-31,3.852499999999999,1
2019-05-30,-0.4299999999999997,0
2019-05-29,0.3825000000000003,1
2019-05-28,-0.625,0
2019-05-24,-0.3200000000000003,0
2019-05-23,0.09999999999999432,1
2019-05-22,-1.2149999999999963,0
2019-05-21,-0.14000000000000057,0
2019-05-20,0.42499999999999716,1
2019-05-17,-0.8524999999999991,0
2019-05-16,-0.7449999999999974,0
2019-05-15,0.9099999999999966,1
2019-05-14,-0.03499999999999659,0
2019-05-13,-0.32500000000000284,0
2019-05-10,-2.427499999999995,0
2019-05-09,-0.7450000000000045,0
2019-05-08,-0.375,0
2019-05-07,-0.9949999999999974,0
2019-05-06,0.39750000000000085,1
2019-05-03,-1.6499999999999986,0
2019-05-02,0.26249999999999574,1
2019-05-01,-0.00999999999999801,0
2019-06-28,2.799999999999997,1
2019-06-27,-0.4024999999999963,0
2019-06-26,0.6299999999999955,1
2019-06-25,-0.16499999999999915,0
2019-06-24,-0.027499999999996305,0
2019-06-21,-0.06500000000000483,0
2019-06-20,-0.3924999999999983,0
2019-06-19,0.17249999999999943,1
2019-06-18,0.9074999999999989,1
2019-06-17,0.7875000000000014,1
2019-06-14,0.3374999999999986,1
2019-06-13,-0.7874999999999943,0
2019-06-12,0.1875,1
2019-06-11,-0.22750000000000625,0
2019-06-10,0.7625000000000028,1
2019-06-07,1.3250000000000028,1
2019-06-06,0.8574999999999946,1
2019-06-05,-0.29999999999999716,0
2019-06-04,2.210000000000001,1
2019-06-03,-0.03999999999999915,0
2019-07-31,-10.204999999999998,0
2019-07-30,1.9149999999999991,1
2019-07-29,0.07499999999999574,1
2019-07-26,0.24500000000000455,1
2019-07-25,-0.35249999999999915,0
2019-07-24,0.3049999999999997,1
2019-07-23,-0.19750000000000512,0
2019-07-22,1.2025000000000006,1
2019-07-19,-0.5349999999999966,0
2019-07-18,0.447499999999998,1
2019-07-17,-0.012500000000002842,0
2019-07-16,-0.134999999999998,0
2019-07-15,0.125,1
2019-07-12,0.4100000000000037,1
2019-07-11,-0.2150000000000034,0
2019-07-10,0.365000000000002,1
2019-07-09,0.6625000000000014,1
2019-07-08,-0.4025000000000034,0
2019-07-05,-0.634999999999998,0
2019-07-03,0.017499999999998295,1
2019-07-02,0.46750000000000114,1
2019-07-01,-0.4399999999999977,0
2019-08-30,-1.7475000000000023,0
2019-08-29,0.41499999999999915,1
2019-08-28,1.1000000000000014,1
2019-08-27,-0.9400000000000048,0
2019-08-26,0.5,1
2019-08-23,-0.8924999999999983,0
2019-08-22,-0.9399999999999977,0
2019-08-21,0.04999999999999716,1
2019-08-20,0.5275000000000034,1
2019-08-19,0.06499999999999773,1
2019-08-16,1.5850000000000009,1
2019-08-15,0.2049999999999983,1
2019-08-14,0.07500000000000284,1
2019-08-13,0.5349999999999966,1
2019-08-12,0.3500000000000014,1
2019-08-09,-0.4200000000000017,0
2019-08-08,0.2750000000000057,1
2019-08-07,1.197499999999998,1
2019-08-06,-0.22500000000000142,0
2019-08-05,-0.4200000000000017,0
2019-08-02,-1.884999999999998,0
2019-08-01,-2.092500000000001,0
2019-09-30,-1.75,0
2019-09-27,0.09000000000000341,1
2019-09-26,0.134999999999998,1
2019-09-25,0.36249999999999716,1
2019-09-24,-0.6199999999999974,0
2019-09-23,0.5200000000000031,1
2019-09-20,-0.6075000000000017,0
2019-09-19,-0.15749999999999886,0
2019-09-18,0.23749999999999716,1
2019-09-17,0.2749999999999986,1
2019-09-16,0.5575000000000045,1
2019-09-13,-0.5675000000000026,0
2019-09-12,-1.2000000000000028,0
2019-09-11,1.6825000000000045,1
